type,cityBuilding,area,years ,num_Buildings,occupancy,site_EUI,wn_Site_n_Gas_Use,wn_Site_Electricity,water_Use,target
Multifamily Housing,0,65130,37,1,100,78.2,40053.6,327693.1,6974.1,305.7
Multifamily Housing,0,104437,13,1,100,94.2,70987.5,796465.8,12019.4,609.8
Multifamily Housing,0,98592,9,1,100,62.5,42081.9,570532.2,7493.5,390.8
Multifamily Housing,0,111927,10,1,100,64.5,50104.9,649441.5,9648.1,455.4
Multifamily Housing,0,137137,14,1,100,64.2,57277.7,879110.6,9207.3,564.6
Multifamily Housing,0,99005,12,1,100,80.4,44144.1,1051735.9,5558.4,536.4
Multifamily Housing,0,185595,6,2,100,60.4,85347.7,756476.3,5751.8,680.2
Multifamily Housing,0,129651,89,1,100,68.8,71645.9,525947.4,7508.2,531
Multifamily Housing,0,102416,47,1,100,125,102247.4,859936.4,9233.2,773.3
Multifamily Housing,0,364529,47,2,100,105.2,331229,1691615,30563.2,2223.8
Multifamily Housing,0,445833,49,3,100,92.3,352390.2,1961266.6,27835.9,2397
Multifamily Housing,0,114648,7,1,100,63.2,50762.5,623558.3,6899.4,453.1
Multifamily Housing,0,238425,48,2,100,98.2,183742.5,1551426,14383.5,1419.8
Multifamily Housing,0,46400,99,1,100,94.7,35199.3,270417.8,7785.1,262.6
Multifamily Housing,0,46400,99,1,100,259.2,110778,260652,11376,667
Multifamily Housing,0,33105,99,1,100,161.7,43089.8,300903.6,3801.7,316.9
Multifamily Housing,0,41610,94,1,100,75.6,22312,264053.7,5151.6,196.1
Office,0,37600,61,1,100,21.6,6858.3,31665.5,45.6,46.5
0n-Refrigerated Warehouse,0,33578,69,1,100,66.8,17675.9,132997.6,37.8,133.9
College/University,0,140460,95,1,100,129.1,5927.2,1750639.9,10757,1408
Hotel,0,43580,2,1,80,91.4,17121.5,671746.6,3137.7,284
Multifamily Housing,0,34277,13,1,95,57.7,11627.8,233657.5,1211.2,130.9
Multifamily Housing,0,28202,13,1,95,68,14121.3,142622.4,725.6,117.6
Multifamily Housing,0,33492,96,1,100,89.6,1167,113303.1,1057.7,227
Residence Hall/Dormitory,0,84530,55,1,100,96.7,71303.8,300333.3,2321.2,467.1
Multifamily Housing,0,127556,91,2,80,51.7,44132.5,641423.6,6592.2,421
Multifamily Housing,0,217385,55,1,100,79.4,88840,2416417.8,9718.7,1179.5
Multifamily Housing,0,34636,78,1,100,133.2,3117.6,116196.1,4049.2,344.1
Office,0,138047,106,1,100,47.3,63.4,1398524.9,1302.2,534.7
Office,0,728014,106,1,85,102.4,30968.2,14632321.2,30366.1,5821.8
Office,0,138646,109,1,100,66.6,26445,1911136.2,2942.8,697.6
Office,0,142590,107,1,100,120.9,49117.7,3607369.6,2496.2,1304.3
0n-Refrigerated Warehouse,0,67600,70,1,100,56.8,19260.8,548503.9,446.6,263.1
Multifamily Housing,0,45184,2,1,10,16.7,3385,122261.3,48.3,53.3
Hotel,0,33236,51,1,100,207.1,54093.7,425415,3201.1,411.8
Mixed Use Property,0,73378,104,2,95,64.7,486.5,894989.6,1061,383.5
Residence Hall/Dormitory,0,124000,20,1,95,79.2,62142.7,1052765.9,2575.5,635.2
Multifamily Housing,0,61316,3,1,85,63.8,25978.7,381062.1,1952.4,248.8
Multifamily Housing,0,335187,19,1,95,78.2,156849.1,3085237,9874.3,1733.9
Multifamily Housing,0,61014,119,2,100,85.6,41435.8,316954.8,2084.8,311.6
Multifamily Housing,0,101795,91,4,100,83.6,72178.4,369642.3,2826.4,491.7
Office,0,1835150,88,1,95,75.2,413367.6,28046694,25587.5,10370.8
Multifamily Housing,0,64800,89,2,85,96.6,52880.5,274560.1,3799.4,362.5
Multifamily Housing,0,401078,108,2,90,91.4,268167.9,2645599.2,87.3,2253.1
Office,0,332000,112,1,95,66.7,52575.1,4188723.3,8283,1683.9
Multifamily Housing,0,37751,4,1,100,30.1,1613.4,286098.4,832.7,91.1
Office,0,61602,102,1,100,61,12735.1,719393.6,2893.5,277.3
Multifamily Housing,0,82412,111,2,100,95.6,63466.3,431206.2,1327,466.1
Multifamily Housing,0,38493,4,1,100,47.8,5175.2,379776.4,1005.3,139.4
Multifamily Housing,0,38872,116,1,100,77.7,24450.1,178969,827.5,179.8
Multifamily Housing,0,361822,66,2,90,57.3,149591.7,1652183.9,16484.3,1282.1
Mixed Use Property,0,62001,78,1,100,144,41650.3,1381759,2035.7,624.6
Multifamily Housing,0,124685,99,3,95,117.8,114088,796348.5,8822.9,878.3
Multifamily Housing,0,45054,15,1,100,86.7,27056.1,339937.3,3165.1,245.1
College/University,0,6766179,27,58,100,304,16868886.9,99248747.3,101973.6,120616
Worship Facility,0,52878,119,1,100,51.6,22575.7,132908,2053.5,159.4
Multifamily Housing,0,214774,11,1,90,79.1,89354.9,2304209.7,8340.8,1155
Multifamily Housing,0,120681,39,2,100,82.2,85452,423022.9,2777.5,572.8
Multifamily Housing,0,70744,110,2,100,70.1,41488.7,230755.5,881.1,288.9
Residence Hall/Dormitory,0,82578,116,2,100,84.8,61576.1,273045.2,3964.4,402
Residence Hall/Dormitory,0,141715,109,3,100,76.9,93957.6,450625.1,4083.6,628.2
Multifamily Housing,0,102240,112,2,100,70.8,59125.4,384462.4,3990.5,427
Multifamily Housing,0,229388,110,2,100,72.5,124815,816145.8,1341.3,1002.9
Residence Hall/Dormitory,0,76900,109,2,100,92.2,58697.7,351982.5,4113.8,415
Residence Hall/Dormitory,0,63984,93,2,100,80.8,48451,115724.6,2392.1,287.3
Multifamily Housing,0,176351,55,2,100,109.5,159254.6,989878.3,9121.7,1132.7
Residence Hall/Dormitory,0,177491,110,3,100,55.8,87529,365362.2,1799.4,566.1
Residence Hall/Dormitory,0,171024,87,3,100,70.1,103205.2,478670.6,3265.5,688.7
Residence Hall/Dormitory,0,71784,109,2,100,77.6,48977.9,199245,2997,317.9
Residence Hall/Dormitory,0,70768,109,2,100,82.8,51280.1,236928.3,3347.8,336.7
Residence Hall/Dormitory,0,142432,109,2,100,155.9,193341.2,825645.2,17567.5,1268.7
Multifamily Housing,0,43366,12,1,100,129.4,36705.5,554701.2,6137.3,359
Multifamily Housing,0,111861,58,1,95,226.4,234063.4,813421.3,20916.3,1433.4
Multifamily Housing,0,31486,10,1,95,54.1,8960.5,227613.3,785.2,115.5
Multifamily Housing,0,421800,56,2,95,31,78256.4,1510053,7440.1,861.1
Multifamily Housing,0,44876,92,1,100,92.4,1121,150222.3,1121.4,310.8
Multifamily Housing,0,27105,89,1,100,109.6,29903.8,7813.7,433645.7,158.6
Multifamily Housing,0,162964,11,1,100,38.7,1662.7,1782499.4,5902.1,529.1
Office,0,30269,92,1,100,121,25500.8,314494.9,298.5,229
Manufacturing/Industrial Plant,0,31850,55,2,100,89.6,167.5,831903.5,1097,241.1
0n-Refrigerated Warehouse,0,30388,88,1,10,8.4,1862,21197,1.3,15.7
Multifamily Housing,0,82328,89,2,95,92.7,59000.1,534536.1,5400.9,462.8
Multifamily Housing,0,338016,80,9,95,82.3,238647.1,1106799.4,19203.1,1600.4
Multifamily Housing,0,42565,96,1,100,103.7,2634.9,171063.6,4383.6,328.4
Mixed Use Property,0,94697,3,1,100,68.4,35045.1,1161839.9,886.6,522.6
Office,0,37500,64,1,100,87.6,25358.3,245940.1,574.5,201.2
Retail Store,0,27495,56,1,100,138.2,13385.2,710979.9,2026.8,279.1
Multifamily Housing,0,28119,99,1,100,95.4,22091.9,96707.3,1602.3,155.8
Manufacturing/Industrial Plant,0,29134,79,1,100,482.3,45030.2,2779312.1,1151.3,1046.3
Multifamily Housing,0,158186,69,25,95,97,134195,639319.1,9227.6,886
Multifamily Housing,0,30165,4,1,100,75.6,15271.9,222957.5,2345.4,145.4
Multifamily Housing,0,35708,1,1,85,51.3,10329.8,234321.2,707.5,122.5
Multifamily Housing,0,28950,89,1,100,87.5,2251.5,125395.7,5300.1,189.9
Multifamily Housing,0,25350,90,1,100,205.2,2217.2,129511.2,3038.9,391
Multifamily Housing,0,46550,92,1,100,74.4,2255.3,257509.3,5294.3,264.3
Multifamily Housing,0,59057,94,1,100,96.8,48415.4,247990.9,5018.7,330.8
Multifamily Housing,0,29898,92,1,100,77,1741.3,123285.5,4003.6,171.6
Multifamily Housing,0,51354,91,1,100,110,3450.4,222760.3,4718.7,425
Multifamily Housing,0,37707,92,1,100,133.7,5237.8,218810.9,6610.7,375
Multifamily Housing,0,69600,89,1,100,93.7,3701.7,448030.2,13298.3,497.5
Multifamily Housing,0,31500,103,1,100,110.4,2658.3,190033,7333.2,262.1
Multifamily Housing,0,59000,90,1,100,107.3,4382.4,317933.5,9373.6,472.4
Multifamily Housing,0,35960,71,1,100,100.9,2964.4,202182.1,3999.1,273.2
Multifamily Housing,0,86412,93,1,100,93.8,5181.6,391831,11998.6,611.3
Multifamily Housing,0,25660,102,1,100,94.6,2862.5,107164.5,4136,178
Multifamily Housing,0,36000,95,1,100,67.9,0,138352.9,4389.1,186.4
Multifamily Housing,0,42500,99,1,100,89.9,1887.7,169665,2484.3,289.3
Multifamily Housing,0,67400,91,1,100,69.2,2549,194436.5,5720.4,351.9
Multifamily Housing,0,60100,55,1,100,74.6,3668.7,226213.2,4629.4,337
Multifamily Housing,0,25800,107,1,100,68.2,15290.5,64648.5,884.4,100.7
Supermarket/Grocery Store,0,136000,29,1,100,65.2,20378.1,1983561.5,1599.3,686.7
Multifamily Housing,0,27666,7,1,75,50.6,10072.2,116181.6,719.4,87.2
Distribution Center,0,42000,17,1,100,19.8,4246.6,111606.8,47.1,56.5
Multifamily Housing,0,26100,81,1,95,162.8,33311.3,279041.6,3443.3,255.9
Manufacturing/Industrial Plant,0,37000,65,1,95,34.2,8090.2,131749,844.9,81.4
Manufacturing/Industrial Plant,0,45900,7,1,95,188.8,22434.6,1848727.4,141.4,659.4
Multifamily Housing,0,70727,1,1,100,76.2,19815.7,991604.7,2806.4,393.6
Multifamily Housing,0,180804,93,6,95,120.6,194127,762410.1,20760.1,1243.3
Museum,0,200349,100,1,100,101.4,706.8,2456794.4,5907.8,1501.5
Hotel,0,29708,3,1,50,123.2,20376.1,481199.9,1853.7,246.3
Hotel,0,29000,5,1,100,205.5,49090.3,319364.6,2655.6,351.5
Multifamily Housing,0,54000,79,1,100,97.7,49342.8,153373.5,3073.7,296.8
Manufacturing/Industrial Plant,0,32057,55,1,100,127.1,18015,659105,581.2,288.1
Multifamily Housing,0,174400,89,1,100,64.6,88659.3,678445.8,32421.3,672.9
Manufacturing/Industrial Plant,0,33785,88,1,100,55.2,8716,290677,7.6,130.4
Hotel,0,27160,12,1,50,85.7,7976.6,438148.6,3136.6,172
Multifamily Housing,0,74304,36,1,100,18.3,3031,309999.9,430877.9,105.7
Multifamily Housing,0,39600,101,1,100,27.9,5605.8,161590.3,160.5,76.1
Distribution Center,0,36050,67,1,100,52.4,14448.7,126033.1,170.6,113.8
Mixed Use Property,0,42592,69,1,100,98.7,33689,211728.3,939.6,246.3
0n-Refrigerated Warehouse,0,49275,62,1,100,23.1,10028.2,36553.9,189.9,64.5
Automobile Dealership,0,147187,3,1,100,24.8,21295.4,424899.2,172.8,239.4
Multifamily Housing,0,276203,54,1,100,69.6,157366.6,972358.2,12725.1,1130.7
Manufacturing/Industrial Plant,0,26450,88,1,100,1564.3,334923.5,2331597.6,20968.6,2449.2
Multifamily Housing,0,44900,92,1,100,52.9,16211.5,219338.7,164,149.8
Multifamily Housing,0,40381,81,1,100,80.4,4194.7,138179.6,2479,237.3
Multifamily Housing,0,33921,71,1,100,110.3,34045.9,84743.2,3735.3,208
Refrigerated Warehouse,0,40000,17,1,100,79.9,9271.8,661320.5,206.5,241.2
Self-Storage Facility,0,210362,100,2,100,4.7,3100.5,192151.3,847.4,73.3
Multifamily Housing,0,25793,106,1,100,89.6,19401.7,102548.9,1778.9,134.2
Retail Store,0,30396,104,1,100,50.2,8669.6,188996.7,378.4,101.7
Multifamily Housing,0,63172,12,1,100,48.3,16703.3,390029.9,3099.6,204.6
Office,0,120000,93,1,90,31.5,3378.8,1003806.9,1250.4,309.4
K-12 School,0,42762,66,1,100,42.9,12087.2,170027.9,1028.6,115.9
Multifamily Housing,0,30000,69,1,100,63.9,863,378559.9,73.7,153.9
K-12 School,0,25837,6,1,100,46.8,6512.8,153477.9,292.8,80.7
Multifamily Housing,0,26100,89,1,100,74.7,424.4,131323.6,870.7,148.6
Self-Storage Facility,0,146860,96,1,90,26.2,9067.6,376603,265.6,280.1
Office,0,25633,53,1,100,131.9,30631.5,118851.7,308.4,192.5
K-12 School,0,34938,32,1,100,149.7,35185.5,521302,1786.7,335.9
Multifamily Housing,0,54105,94,1,100,73.5,32582.5,203635.1,1953.2,233.5
Multifamily Housing,0,39000,89,1,100,60.9,11093.7,371647.4,249.8,166.5
Office,0,32368,7,1,100,43.7,9601.2,123155.2,73.5,88.8
Residence Hall/Dormitory,0,78071,96,1,100,101.5,55305.3,585395.9,7438.6,490.7
Office,0,25000,104,1,100,56.8,1251.6,370509.8,315.9,116.2
Senior Care Community,0,181316,47,1,100,173.9,200225.4,3330538.2,14767.3,2048.3
Medical Office,0,154898,7,1,100,85.4,47163.5,2489059.9,2642.1,973.7
Office,0,710746,104,1,95,69.4,123451.9,10867193,16303,3794
Multifamily Housing,0,74452,4,1,90,45.6,6243.2,808669.2,1144.1,267.9
Multifamily Housing,0,51781,120,1,100,38.5,3559.4,477984.2,1489.4,157.5
Multifamily Housing,0,210278,69,1,100,53.2,44123,1940047.1,7503.4,806.7
Mixed Use Property,0,27798,10,1,100,16.4,4761.4,65120,461.9,43.9
Multifamily Housing,0,59442,89,1,100,116.2,2304.1,384412.7,5779.6,521.3
Fitness Center/Health Club/Gym,0,48000,41,1,75,47.6,11874.1,315410.2,212.6,155.5
Office,0,40677,6,1,90,65.3,15734.5,315620.4,1018.9,175.3
Multifamily Housing,0,58588,91,2,100,148.5,72798.6,406666.3,6358.8,506.3
Multifamily Housing,0,33696,109,1,100,75.8,835.3,104726.3,1719.3,193.8
Multifamily Housing,0,39000,62,1,100,109.2,37289.4,147619.9,3611.5,242.3
Multifamily Housing,0,141900,53,1,100,107.1,130749.9,603608,8891.3,873.8
Manufacturing/Industrial Plant,0,49293,68,2,100,208.3,78196,743695.8,4028.3,625
Multifamily Housing,0,40454,59,1,100,76.4,29634.2,38844,1400.4,168.3
Multifamily Housing,0,28625,88,1,100,88.5,22174.1,90565.1,3206.9,144.3
Multifamily Housing,0,65212,97,1,100,111.4,56739.2,462451.2,8478,435.7
Multifamily Housing,0,127072,59,1,100,87.9,87997.5,667627.1,4050,667.3
Multifamily Housing,0,75312,95,1,100,67.5,41329.7,266957,3310.1,299.8
Multifamily Housing,0,113000,60,1,100,73.2,3316.4,430035.3,3102.3,629.7
Multifamily Housing,0,95117,95,1,100,68.5,52654.7,369094.6,3397.5,386.5
Multifamily Housing,0,31206,119,3,100,153,26624.6,268684.5,1519.2,306.7
Multifamily Housing,0,42000,82,1,100,142.6,2714.6,477342.6,3460.5,460.2
Multifamily Housing,0,26050,7,1,100,113.6,19715,290324.6,2007,188.7
Multifamily Housing,0,40725,90,1,100,93.7,33722.6,122940,7541,216.4
Multifamily Housing,0,64364,4,1,100,55.3,28000.5,241384.1,1244.5,215.1
Urgent Care/Clinic/Other Outpatient,0,36353,2,1,100,346.9,56686.9,2021721.4,1795.3,888.9
Supermarket/Grocery Store,0,25930,5,1,100,321.5,42783.8,1189496.6,948.2,571
Multifamily Housing,0,354945,3,2,100,48.7,128653.1,1256825.3,18077.9,1057.3
Hotel,0,42600,6,1,50,63.2,8683.8,522278,2603.2,200.5
Multifamily Housing,0,62895,60,1,100,77.6,39765.8,255895.7,3171.7,287.6
Office,0,58500,107,1,85,77.9,7.6,743823,898,367.3
Multifamily Housing,0,103734,78,1,100,136.4,132171.5,247036.1,5111.2,778.9
Multifamily Housing,0,149521,53,1,100,41.2,35395.5,754224.4,7347.4,409.1
Multifamily Housing,0,57600,81,1,100,291.8,159704.8,273591.1,6494,922.8
Multifamily Housing,0,78912,62,1,100,194.8,142865,283691.4,4591.5,847.7
Multifamily Housing,0,25920,104,1,100,108.4,25231.1,90555,2079.5,159
Multifamily Housing,0,26064,104,1,100,95.3,18222.7,193299.9,1708.6,153.5
0n-Refrigerated Warehouse,0,366375,69,1,100,24.2,40492.8,1407599.9,791,622.7
Multifamily Housing,0,70500,91,1,100,34.8,14184.2,297275,9678.3,162.7
Multifamily Housing,0,310653,42,3,100,70.3,164492.9,1531046.8,22395.2,1327.9
Multifamily Housing,0,99938,80,1,100,94,79420.3,418425.7,10769,544.3
Multifamily Housing,0,31323,119,1,100,191.5,51604.5,248072.4,10006.1,346.1
Multifamily Housing,0,45000,103,1,100,56.7,859.5,157456.5,2186.6,193.3
Multifamily Housing,0,27041,111,1,100,76.7,16369.1,129086.5,1105,124.2
Multifamily Housing,0,61979,3,1,95,44.1,3964,678912.5,2006.3,218.8
Multifamily Housing,0,30125,3,1,95,56.1,3964,373339.3,1533.5,130.2
Multifamily Housing,0,53536,34,1,90,64.9,24094.2,319053.5,1951.8,219.6
Automobile Dealership,0,28732,30,1,30,16.2,0,136972,1931.3,39.5
Multifamily Housing,0,127360,119,1,100,50.2,32325.3,906259.2,4530.7,438.7
Multifamily Housing,0,49557,119,2,100,133.1,5918.9,291364,2246.7,492.9
Office,0,318000,100,1,100,75.8,62.7,4437393.9,4331.2,1949.7
Office,0,1100000,17,1,100,75.4,9738,18981174,36524.5,6685.6
Multifamily Housing,0,47136,95,1,100,99.8,323.5,65419.9,1778.2,355.6
Office,0,55200,112,1,50,55.5,0,275360.3,484.6,239.5
Multifamily Housing,0,1490477,83,4,100,140.9,1801029.5,8767612.7,57120.5,12122.7
0n-Refrigerated Warehouse,0,90080,102,1,90,22.9,7646,387900.2,3224,151.5
Multifamily Housing,0,368738,4,1,100,49.4,108690.7,2137819.3,10410.3,1198.2
Multifamily Housing,0,50986,99,1,95,69.7,837.9,257920.9,2643.4,271.4
Multifamily Housing,0,28775,97,1,100,14.3,668.4,97327.8,1240,32.7
Multifamily Housing,0,36295,94,1,100,94.5,27029,216639.3,6626.3,205.6
Multifamily Housing,0,42390,100,1,100,118.6,46445.5,135419.7,2013.1,281.8
Multifamily Housing,0,46525,61,1,100,74.5,25822.3,261077.6,3922,212.6
Office,0,1070300,29,1,80,95.8,322226.1,20761418.5,20436.8,7685.2
0n-Refrigerated Warehouse,0,32618,91,1,100,173.4,51589.9,125521.8,69.6,313.9
Office,0,145287,96,1,100,48.1,40539.5,842225.1,670.3,463.7
Office,0,163100,96,1,100,41.2,3155,1197542.8,1173.3,534.5
Multifamily Housing,0,84416,12,1,95,74,50557.6,370271.1,1944.9,372.2
Office,0,94314,113,1,95,31.4,398.7,334255.6,464.5,232.8
Multifamily Housing,0,248200,55,1,70,56.8,89529,1427475.4,3854.7,905.6
Hotel,0,120566,3,1,100,160.4,100933.8,2728673.7,9118,1322.3
Multifamily Housing,0,61922,33,1,100,75.3,33098.1,398905.1,2723.4,292
Hotel,0,80162,29,1,100,137.1,64490.3,1286641.6,3996.1,722.7
Multifamily Housing,0,156360,90,1,100,72.5,78615.8,985685.9,4143.5,710.5
Multifamily Housing,0,54997,94,1,100,83.9,35002.9,317805.9,2134.9,280.1
Multifamily Housing,0,52459,104,1,100,70.4,16502.3,588584.1,1040.3,260.7
Multifamily Housing,0,58851,69,1,100,50.1,12078.3,497532.2,1550.1,211.4
Office,0,66282,104,1,100,48.6,21.6,610452.4,2658.6,262.1
Worship Facility,0,25266,57,1,100,114.5,23391.3,168560.5,917,171.8
Office,0,45857,8,1,100,103.2,28775.8,549939.4,611.3,310.8
Multifamily Housing,0,171000,113,1,90,44.9,44849.9,911975.3,3552.5,507.7
Office,0,157111,110,2,100,54.2,38457.3,1359787.7,700.9,600
Hotel,0,148616,4,1,100,140.1,59951.7,4325049.1,6895.5,1573.8
Other,0,34823,99,2,100,25.3,988.6,227563.5,1116.1,71.4
Multifamily Housing,0,142501,99,1,100,57.7,68954.3,376055.5,4017.3,478.1
Multifamily Housing,0,85002,82,1,100,136.2,115324.2,68551,1842.5,622.2
Multifamily Housing,0,61242,78,1,100,107.4,59249,212460.1,2904.1,373.1
Multifamily Housing,0,38497,31,1,100,63.8,11912.3,361430.9,825.2,170.2
Multifamily Housing,0,47380,98,1,100,83.2,26529.7,382261.8,1826.1,251.1
Multifamily Housing,0,46210,91,1,100,78.1,29209.2,195049.9,3919.4,213.1
Multifamily Housing,0,607134,22,1,100,85.8,382479.4,4165657.7,23876.3,3217.1
Multifamily Housing,0,75069,34,1,100,135.9,16876.8,896335.2,4960.3,753.9
Multifamily Housing,0,374050,46,1,100,86.5,217841.8,3032506.4,16964.3,2049.6
Multifamily Housing,0,28000,95,1,90,109.2,26775.5,136615.9,2646.1,177.3
Multifamily Housing,0,30635,109,1,95,103.2,847.3,146800.8,1376.4,238.1
Multifamily Housing,0,26000,99,1,100,82.5,12590,256348.6,1016.6,142
Multifamily Housing,0,32700,17,1,90,72.5,14515.4,266779.3,905.5,154.7
Multifamily Housing,0,34235,93,1,80,55.9,17277.6,67227.5,1183.4,109.1
Multifamily Housing,0,511854,38,6,100,100.1,404274.1,3147946.8,25805.4,3061.4
Multifamily Housing,0,35750,30,1,100,59.6,15481.7,167096.8,906.3,131.5
Office,0,37375,109,1,100,81,11063.2,559241.9,524.1,221.2
Multifamily Housing,0,73500,62,1,90,89.7,57245.5,243093.4,4496.2,376.9
Multifamily Housing,0,76340,53,1,90,92.8,59923.6,309403.6,7286.3,410.6
Multifamily Housing,0,66151,60,1,90,103.1,60349.8,221410.8,5528.3,386.8
Food Service,0,39200,95,1,100,72.4,15638.1,358126,542.3,189.8
0n-Refrigerated Warehouse,0,47500,55,1,90,34.3,9235.8,199597.8,582.1,108.1
Multifamily Housing,0,46200,87,1,90,55.6,22369.7,99931.6,2446.1,147.3
Multifamily Housing,0,43280,91,1,90,119.4,41838.5,315731.9,6423.6,308.9
Multifamily Housing,0,46200,80,1,90,88.7,36354.5,140370.2,3159,232.9
Multifamily Housing,0,27073,119,1,90,26,3571.1,99535.6,1015.9,48.4
Multifamily Housing,0,40706,12,1,0,105.1,25424.4,511145.1,7456.6,283
Office,0,92379,119,1,100,114.6,23461,2412000.1,4865.4,822.4
Multifamily Housing,0,30422,109,1,100,120.3,6254.7,224547.5,2648.9,268.8
Multifamily Housing,0,125238,58,1,100,89.6,96773.7,451489.3,13264.5,645
Multifamily Housing,0,118580,62,1,100,71.6,68624.3,464082.1,6143.8,502.3
Multifamily Housing,0,157009,63,1,100,55.2,68926.1,505170.5,5420.4,516.4
Multifamily Housing,0,46358,56,1,100,72.5,27949.5,159657.6,1769.1,196.2
Multifamily Housing,0,42038,54,1,100,87.7,26724.7,294028.3,2437.9,227.6
Multifamily Housing,0,31009,11,1,90,59.9,14452.5,111086.1,1828.2,111
Multifamily Housing,0,28500,91,1,100,110.5,27772,107593.8,5424.5,179
Senior Care Community,0,593427,47,3,100,141.8,60665,6212518.6,5279.8,6339
Multifamily Housing,0,149520,54,1,100,86.8,107220.1,631242.9,9317.2,758.1
Multifamily Housing,0,149520,53,1,100,45.9,39227,854937.1,7429,457.8
Multifamily Housing,0,34884,150,2,100,45.5,1598,418562.9,339.6,129.4
Multifamily Housing,0,65270,88,1,100,97.7,2722.5,171872.6,4568.2,478.7
Multifamily Housing,0,149520,53,1,100,27.8,17697.7,690223.5,10549.2,296
Multifamily Housing,0,149520,53,1,100,77.9,95203.2,602942.8,9682.8,684.4
Multifamily Housing,0,42853,97,1,100,87.7,1265.5,134794.2,1501.7,281.3
Office,0,77748,101,1,85,98,18,1551555.1,469.6,621.6
Multifamily Housing,0,55188,81,1,100,95.4,42548.4,201813.8,3538.3,304.4
Multifamily Housing,0,34925,97,1,100,67,466.6,143889.3,975.5,178
Multifamily Housing,0,50112,81,1,100,98.5,41945.9,205995.9,3594.5,284.9
Multifamily Housing,0,71664,4,1,100,56.7,31149.9,279737.1,13120.3,246.2
Multifamily Housing,0,66456,93,1,100,43.1,19365.9,264247.5,3533,181.3
Multifamily Housing,0,26480,109,2,100,129.7,28463.9,169315.8,3362.1,200.6
Multifamily Housing,0,102885,12,1,100,74.9,57167.4,552888.4,6808.7,470.6
Multifamily Housing,0,25065,88,1,100,38.8,3419.6,183005.1,2654.3,71.6
Multifamily Housing,0,28535,30,1,100,126.8,11595.3,241532.4,1921.7,252.9
Multifamily Housing,0,52158,90,1,100,55.8,6548,179823.4,2311.1,208.7
Office,0,29461,105,1,100,73.9,5593.2,477662.3,826.2,167.4
Multifamily Housing,0,36000,47,1,95,94.1,10108.9,698245.3,2915.9,255
Multifamily Housing,0,153720,96,2,100,88.9,118197.2,516342.8,14810.8,782.6
